Word,Pknown,FreqZipfUS,Length
prevarication,0.688,1.59,13
nitrobacteria,0.688,1.29,13
arboriculture,0.688,1.29,13
perseveration,0.687,1.29,13
hundredweight,0.687,1.59,13
ichthyosaurus,0.687,1.29,13
fingerbreadth,0.687,1.29,13
intergradient,0.686,1.29,13
chemoreceptor,0.686,1.29,13
habitableness,0.686,1.29,13
nitrification,0.686,1.29,13
distractively,0.685,1.29,13
amniocentesis,0.685,1.89,13
homeomorphism,0.684,1.29,13
pendulousness,0.684,1.29,13
prostatectomy,0.683,1.76,13
objectivistic,0.683,1.29,13
certificatory,0.682,1.29,13
staphylococci,0.681,1.76,13
brainsickness,0.681,1.29,13
disobligingly,0.68,1.29,13
unconceivable,0.68,1.59,13
honorifically,0.68,1.29,13
bouillabaisse,0.68,2.59,13
supernumerary,0.678,1.29,13
dissimilitude,0.678,1.29,13
interpolative,0.677,1.29,13
featherstitch,0.676,1.29,13
hypertrophied,0.676,1.59,13
micrometrical,0.676,1.29,13
sewingmachine,0.675,1.29,13
platitudinous,0.674,1.29,13
feloniousness,0.674,1.29,13
electrotyping,0.674,1.29,13
gerontologist,0.673,1.29,13
extenuatingly,0.673,1.29,13
requisiteness,0.672,1.29,13
glaciological,0.672,1.29,13
reiteratively,0.67,1.29,13
maxillofacial,0.669,1.29,13
demagogically,0.669,1.29,13
unpunctuality,0.669,1.59,13
immutableness,0.668,1.29,13
laughableness,0.668,1.29,13
psychosurgery,0.668,1.99,13
anonymousness,0.666,1.29,13
constableship,0.666,1.29,13
holidaymaking,0.665,1.29,13
essentialness,0.665,1.29,13
electroplater,0.664,1.29,13
solemnization,0.664,1.29,13
interlacement,0.663,1.29,13
differentness,0.663,1.29,13
bacteriophage,0.662,1.59,13
explanatorily,0.662,1.29,13
retroflection,0.661,1.29,13
deservingness,0.66,1.29,13
explanatively,0.66,1.29,13
carboniferous,0.659,1.59,13
amplificatory,0.658,1.29,13
rancorousness,0.658,1.29,13
braillewriter,0.657,1.29,13
admirableness,0.657,1.29,13
metrification,0.657,1.29,13
withdrawnness,0.657,1.29,13
diphenylamine,0.657,1.29,13
individuation,0.657,1.29,13
meningococcal,0.657,1.29,13
mycobacterium,0.656,1.29,13
glutinousness,0.655,1.29,13
forestallment,0.655,1.29,13
disaccustomed,0.654,1.29,13
effectualness,0.654,1.29,13
antiepileptic,0.653,1.29,13
cryptanalysis,0.653,1.59,13
convulsionary,0.652,1.29,13
gentlewomanly,0.651,1.29,13
inflorescence,0.65,1.29,13
cryptogrammic,0.65,1.29,13
thenceforward,0.65,1.29,13
illogicalness,0.649,1.29,13
horrification,0.649,1.29,13
soporifically,0.649,1.29,13
mycobacterial,0.648,1.29,13
elephantiasis,0.647,1.29,13
vacuumcleaner,0.645,1.29,13
alcoholically,0.645,1.29,13
clamorousness,0.644,1.29,13
pauperization,0.644,1.76,13
equivocalness,0.644,1.29,13
churchmanship,0.643,1.29,13
ineffableness,0.642,1.29,13
downrightness,0.642,1.29,13
supereminence,0.642,1.29,13
phenylalanine,0.641,1.29,13
intransigency,0.641,1.29,13
photometrical,0.64,1.29,13
improvidently,0.639,1.29,13
axiomatically,0.639,1.59,13
indefatigably,0.638,1.29,13
dichotomously,0.638,1.29,13
inconveniency,0.637,1.29,13
sagaciousness,0.637,1.29,13
connectionism,0.635,1.29,13
circumfluence,0.634,1.29,13
gubernatorial,0.634,1.76,13
densification,0.633,1.29,13
acetylcholine,0.632,2.19,13
dissimulative,0.632,1.29,13
mercurialness,0.631,1.29,13
heuristically,0.631,1.29,13
difficultness,0.63,1.29,13
interlineally,0.629,1.29,13
impassionedly,0.629,1.29,13
probabilistic,0.629,1.76,13
bounteousness,0.627,1.29,13
mellifluously,0.627,1.29,13
punctiliously,0.627,1.59,13
photoperiodic,0.625,1.59,13
stereotropism,0.623,1.29,13
lymphoblastic,0.623,1.59,13
ferromagnetic,0.622,1.29,13
conspiratress,0.621,1.29,13
protuberantly,0.62,1.29,13
quintillionth,0.62,1.29,13
expectoration,0.62,1.59,13
lactobacillus,0.619,1.29,13
analogousness,0.618,1.29,13
remissibility,0.618,1.29,13
hydrostatical,0.617,1.29,13
conjecturably,0.616,1.29,13
chuckleheaded,0.616,1.29,13
irretraceable,0.615,1.29,13
reposefulness,0.614,1.29,13
colleagueship,0.613,1.29,13
garrulousness,0.613,1.29,13
acculturation,0.612,1.29,13
pharmacopoeia,0.611,1.99,13
ichthyologist,0.61,2.43,13
domiciliation,0.61,1.29,13
chateaubriand,0.61,2.06,13
schadenfreude,0.607,2.06,13
perspicuously,0.606,1.29,13
unqualifiedly,0.605,1.59,13
exhaustlessly,0.604,1.29,13
corporealness,0.604,1.29,13
traceableness,0.604,1.29,13
amphitheatric,0.604,1.29,13
dyspeptically,0.604,1.29,13
irreclaimably,0.603,1.29,13
noradrenaline,0.603,1.29,13
filibusterism,0.602,1.29,13
unappropriate,0.602,1.29,13
cartilaginous,0.602,1.76,13
lichenologist,0.602,1.29,13
blandishments,0.601,1.59,13
voluntariness,0.601,1.29,13
floricultural,0.6,1.29,13
confabulatory,0.597,1.29,13
deathlessness,0.597,1.29,13
intermeddling,0.595,1.29,13
identicalness,0.593,1.29,13
hydrometrical,0.593,1.29,13
rapprochement,0.592,2.06,13
subeditorship,0.591,1.29,13
perspicacious,0.591,2.06,13
endurableness,0.59,1.29,13
immovableness,0.59,1.29,13
misemployment,0.587,1.29,13
psychosurgeon,0.586,1.29,13
waterlessness,0.585,1.29,13
injuriousness,0.584,1.29,13
contrabandist,0.584,1.29,13
justificatory,0.584,1.29,13
isoperimetric,0.584,1.29,13
interdentally,0.584,1.29,13
ecumenicalism,0.584,1.29,13
inhomogeneous,0.584,1.29,13
classicalness,0.582,1.29,13
hyperesthesia,0.582,1.29,13
insectivorous,0.58,1.59,13
changefulness,0.579,1.59,13
anagrammatist,0.578,1.29,13
sententiously,0.577,1.29,13
deleteriously,0.576,1.29,13
dandification,0.575,1.29,13
illuminometer,0.573,1.29,13
commeasurable,0.572,1.29,13
multinucleate,0.572,1.29,13
etiologically,0.572,1.29,13
agglomeration,0.57,1.29,13
voluntaristic,0.569,1.29,13
hypermetrical,0.568,1.29,13
excusableness,0.566,1.29,13
incorruptness,0.563,1.29,13
invectiveness,0.563,1.29,13
generalissimo,0.562,2.54,13
interlocutory,0.561,1.89,13
heterozygosis,0.56,1.29,13
transshipment,0.56,1.59,13
equimolecular,0.56,1.29,13
dulcification,0.559,1.29,13
vacillatingly,0.559,1.29,13
dispraisingly,0.558,1.29,13
centripetally,0.556,1.29,13
examinational,0.556,1.29,13
imaginational,0.555,1.29,13
balkanization,0.554,1.29,13
supranational,0.554,1.29,13
niggardliness,0.554,1.29,13
zoogeographic,0.554,1.29,13
contrabassist,0.553,1.29,13
constringency,0.553,1.29,13
spermatophyte,0.551,1.29,13
toastmistress,0.551,1.29,13
agrobacterium,0.551,1.29,13
fencelessness,0.549,1.29,13
intermountain,0.549,1.59,13
complaisantly,0.549,1.29,13
jollification,0.548,1.59,13
clavichordist,0.545,1.29,13
thoroughgoing,0.544,1.29,13
somatosensory,0.544,1.29,13
perioperative,0.544,1.29,13
epiphenomenal,0.543,1.29,13
disburdenment,0.542,1.29,13
instantaneity,0.54,1.29,13
irascibleness,0.539,1.29,13
autocephalous,0.538,1.29,13
antilogarithm,0.537,1.29,13
epiphenomenon,0.536,1.29,13
reconnoiterer,0.536,1.29,13
gradationally,0.535,1.29,13
compendiously,0.534,1.29,13
efflorescence,0.534,1.29,13
deprecatorily,0.533,1.29,13
pantheistical,0.532,1.29,13
anterolateral,0.532,1.59,13
viticulturist,0.53,1.29,13
incorporeally,0.529,1.29,13
cruiserweight,0.528,1.29,13
fractionating,0.528,1.89,13
excursiveness,0.528,1.29,13
alchemistical,0.526,1.29,13
discommodious,0.526,1.29,13
impecuniously,0.526,1.29,13
anagrammatize,0.525,1.29,13
equipotential,0.522,1.29,13
diacritically,0.521,1.29,13
tercentennial,0.518,1.29,13
advisableness,0.518,1.29,13
expurgatorial,0.517,1.29,13
importunately,0.517,1.29,13
mercurochrome,0.517,2.43,13
circumambient,0.516,1.29,13
impropriation,0.515,1.29,13
daguerreotype,0.514,1.99,13
poliomyelitis,0.511,1.29,13
counterjumper,0.511,1.29,13
dissemblingly,0.511,1.29,13
fractionation,0.509,1.29,13
bougainvillea,0.509,2.19,13
declinational,0.506,1.29,13
diagnosticate,0.505,1.29,13
adversatively,0.504,1.29,13
tendentiously,0.503,1.29,13
grandiloquent,0.503,1.29,13
heterogametic,0.502,1.29,13
primogeniture,0.501,1.29,13
affectionately,1,2.79,14
characteristic,1,3.07,14
classification,1,2.87,14
identification,1,3.90,14
intellectually,1,2.90,14
microbiologist,1,1.59,14
professionally,1,3.38,14
simplification,1,1.59,14
submissiveness,1,1.29,14
transformation,1,3.30,14
understatement,1,3.24,14
scientifically,0.997,3.03,14
responsibility,0.997,4.54,14
conversational,0.997,2.73,14
disappointment,0.997,3.73,14
unapproachable,0.997,2.49,14
constructively,0.997,2.19,14
preconditioned,0.997,1.59,14
representative,0.997,3.72,14
predictability,0.997,2.06,14
expressionless,0.997,1.89,14
inconsistently,0.997,1.29,14
understandable,0.997,3.59,14
recommendation,0.997,3.70,14
accomplishment,0.997,3.27,14
apprehensively,0.997,1.29,14
inconclusively,0.997,1.29,14
coincidentally,0.997,2.78,14
apologetically,0.997,1.29,14
administration,0.997,3.88,14
hypersensitive,0.997,2.37,14
photosynthesis,0.995,2.37,14
compulsiveness,0.995,1.59,14
constitutional,0.995,3.34,14
discrimination,0.995,3.34,14
thoughtfulness,0.995,2.40,14
capitalization,0.995,2.37,14
overwhelmingly,0.995,2.49,14
distinguishing,0.995,2.75,14
correspondence,0.995,3.35,14
administrative,0.995,3.21,14
multiplication,0.995,2.46,14
unprofessional,0.995,3.18,14
unquestionable,0.995,1.76,14
fundamentalist,0.994,2.72,14
mathematically,0.994,2.49,14
representation,0.994,3.39,14
troubleshooter,0.994,2.19,14
unconventional,0.994,2.94,14
congratulatory,0.994,2.06,14
reconstruction,0.994,3.21,14
generalization,0.994,2.29,14
photosensitive,0.994,1.76,14
telepathically,0.994,2.43,14
electronically,0.994,2.87,14
protectiveness,0.994,1.99,14
discriminatory,0.994,2.24,14
naturalization,0.994,2.43,14
neuroscientist,0.994,1.76,14
immobilization,0.994,1.59,14
conventionally,0.994,2.13,14
transportation,0.993,3.74,14
insufficiently,0.993,1.76,14
uncompromising,0.993,2.63,14
unrecognizable,0.992,2.46,14
antidepressant,0.992,2.57,14
philanthropist,0.992,2.95,14
unappreciative,0.992,2.19,14
disorientation,0.992,2.76,14
interpretation,0.992,3.40,14
qualifications,0.992,3.40,14
sophistication,0.992,2.99,14
comprehensible,0.992,2.33,14
weightlessness,0.992,2.33,14
alphabetically,0.992,2.78,14
apprenticeship,0.992,2.19,14
archaeological,0.992,2.98,14
electrotherapy,0.992,1.59,14
confidentially,0.992,3.04,14
miscalculation,0.992,2.67,14
uncontrollably,0.992,2.49,14
slaughterhouse,0.992,3.10,14
indestructible,0.992,3.16,14
claustrophobic,0.992,3.13,14
overcompensate,0.992,2.06,14
simultaneously,0.992,3.37,14
subconsciously,0.992,2.86,14
attractiveness,0.991,2.29,14
transitionally,0.991,1.29,14
systematically,0.991,2.82,14
traditionalism,0.991,1.76,14
biographically,0.991,1.59,14
hypnotherapist,0.991,2.24,14
accountability,0.99,2.68,14
discriminating,0.99,2.70,14
corruptibility,0.99,1.29,14
sensationalize,0.99,1.76,14
discolorations,0.99,1.59,14
impressionable,0.99,2.93,14
metaphorically,0.99,2.88,14
unenthusiastic,0.99,1.76,14
unintelligible,0.99,2.70,14
deconstruction,0.99,2.33,14
understandably,0.99,2.73,14
inconveniently,0.99,1.76,14
responsiveness,0.99,1.76,14
impracticality,0.99,1.59,14
prohibitionist,0.989,1.29,14
reconstructive,0.989,2.68,14
nonfunctioning,0.989,1.76,14
cardiovascular,0.989,2.54,14
sensationalist,0.989,1.76,14
implementation,0.989,2.29,14
popularization,0.989,1.29,14
astronomically,0.989,1.89,14
counterbalance,0.989,2.37,14
intermittently,0.989,2.33,14
traditionalist,0.989,2.46,14
superintendent,0.989,3.63,14
unaccomplished,0.989,1.59,14
sustainability,0.989,1.89,14
pharmaceutical,0.988,3.31,14
infrastructure,0.988,3.07,14
cinematography,0.988,2.65,14
circumstantial,0.988,3.22,14
revitalization,0.988,1.29,14
expressiveness,0.988,1.59,14
autobiographic,0.987,1.29,14
uncontrollable,0.987,3.04,14
breathlessness,0.987,1.76,14
detoxification,0.987,1.59,14
instrumentally,0.987,1.29,14
specialization,0.987,1.89,14
unsatisfactory,0.987,2.57,14
neutralization,0.987,2.06,14
unsuccessfully,0.987,2.33,14
aggressiveness,0.987,2.61,14
procrastinator,0.987,1.76,14
malnourishment,0.987,1.76,14
neurobiologist,0.986,1.76,14
ungratefulness,0.986,1.29,14
pathologically,0.986,1.99,14
reorganization,0.986,2.57,14
noncompetitive,0.986,1.76,14
lightheartedly,0.986,1.29,14
extinguishable,0.986,1.29,14
overpopulation,0.986,1.59,14
autobiographer,0.985,1.59,14
appreciatively,0.985,2.13,14
claustrophobia,0.985,2.67,14
rehabilitation,0.985,3.21,14
reconciliation,0.985,3.01,14
authentication,0.985,2.46,14
fundamentalism,0.985,1.76,14
optimistically,0.985,1.59,14
persuasiveness,0.985,1.76,14
supernaturally,0.985,2.19,14
indecisiveness,0.985,1.59,14
indiscriminate,0.985,2.29,14
democratically,0.985,2.13,14
hypoallergenic,0.984,2.24,14
unsuspectingly,0.984,1.59,14
redistribution,0.984,2.33,14
categorization,0.984,1.59,14
antiperspirant,0.984,2.19,14
geographically,0.984,2.43,14
unquestionably,0.984,2.46,14
dehumanization,0.984,2.06,14
hypothetically,0.984,3.32,14
microstructure,0.984,1.29,14
conservatively,0.984,2.33,14
unfaithfulness,0.983,1.76,14
uncontaminated,0.983,1.89,14
wholeheartedly,0.983,2.49,14
beautification,0.983,2.19,14
federalization,0.983,1.29,14
discouragement,0.983,1.99,14
proportionally,0.983,1.89,14
diplomatically,0.983,2.13,14
westernization,0.982,1.59,14
dismissiveness,0.982,1.29,14
disassociation,0.982,1.29,14
disenchantment,0.982,1.99,14
relentlessness,0.982,1.59,14
overprotective,0.982,2.79,14
agriculturally,0.981,1.29,14
perceptiveness,0.981,1.76,14
meteorological,0.981,2.46,14
unconvincingly,0.981,1.59,14
sentimentalist,0.98,2.43,14
initialization,0.98,1.29,14
idealistically,0.98,1.59,14
respectability,0.98,2.88,14
reinstallation,0.98,1.29,14
underdeveloped,0.98,2.33,14
unidentifiable,0.98,2.13,14
repetitiveness,0.98,1.29,14
weatherproofed,0.979,1.59,14
thermodynamics,0.979,2.43,14
organizational,0.979,2.57,14
defibrillation,0.979,1.76,14
sensationalism,0.979,2.19,14
dermatological,0.979,1.89,14
anthropologist,0.979,3.02,14
susceptibility,0.979,2.06,14
outrageousness,0.978,1.59,14
overconfidence,0.978,2.06,14
microprocessor,0.978,2.59,14
unavailability,0.978,1.76,14
illegitimately,0.978,1.29,14
discriminately,0.978,1.29,14
delightfulness,0.978,1.29,14
sentimentality,0.978,2.68,14
experimentally,0.977,1.99,14
teleconference,0.977,2.37,14
mountaineering,0.977,1.99,14
misinformation,0.977,2.46,14
liberalization,0.977,1.99,14
astrologically,0.977,1.29,14
scholastically,0.976,1.76,14
permissiveness,0.976,1.99,14
presumptuously,0.976,1.29,14
insignificance,0.976,1.89,14
unattractively,0.976,1.29,14
centralization,0.976,1.59,14
sociologically,0.976,2.13,14
demoralization,0.975,1.59,14
microeconomics,0.975,1.76,14
disintegration,0.975,2.40,14
denominational,0.975,1.59,14
implausibility,0.975,1.29,14
neuropathology,0.975,1.59,14
mineralization,0.974,1.29,14
superconductor,0.974,1.99,14
hyperventilate,0.974,2.73,14
unsynchronized,0.974,1.29,14
disruptiveness,0.974,1.29,14
scatterbrained,0.974,1.89,14
predisposition,0.974,2.40,14
disapprovingly,0.973,1.76,14
conclusiveness,0.973,1.29,14
hyperextension,0.973,1.29,14
quantitatively,0.973,1.29,14
overindulgence,0.973,1.59,14
absentmindedly,0.973,1.29,14
neurochemistry,0.973,2.06,14
oppressiveness,0.972,1.59,14
demobilization,0.972,1.59,14
fingerprinting,0.972,2.52,14
undiscoverable,0.972,1.29,14
hypocritically,0.972,1.29,14
noncombustible,0.972,1.59,14
aforementioned,0.972,2.68,14
unfriendliness,0.971,1.59,14
prearrangement,0.971,1.76,14
intoxicatingly,0.971,1.29,14
respectfulness,0.971,1.29,14
unrecognizably,0.971,1.29,14
unmentionables,0.971,2.33,14
rebelliousness,0.971,1.89,14
quintessential,0.971,2.49,14
ridiculousness,0.971,1.76,14
unclassifiable,0.971,1.29,14
paleontologist,0.97,2.54,14
contemptuously,0.97,1.89,14
indecipherable,0.97,2.06,14
disciplinarian,0.97,2.33,14
collectiveness,0.97,1.29,14
reintroduction,0.97,1.89,14
nontraditional,0.97,1.59,14
transformative,0.97,1.59,14
nondestructive,0.969,1.29,14
perceptibility,0.969,1.29,14
embarrassingly,0.969,2.24,14
disembowelment,0.969,1.89,14
excruciatingly,0.969,2.37,14
nonresidential,0.969,1.59,14
diagnostically,0.969,1.59,14
multiprocessor,0.969,1.59,14
outlandishness,0.969,1.29,14
linguistically,0.969,1.59,14
congregational,0.969,1.29,14
countermeasure,0.969,2.33,14
unincorporated,0.968,1.29,14
collectability,0.968,1.29,14
interplanetary,0.968,2.46,14
oversaturation,0.968,1.29,14
asymmetrically,0.968,1.29,14
chemotherapist,0.968,1.29,14
vindictiveness,0.968,2.13,14
nonconsecutive,0.968,1.29,14
disingenuously,0.967,1.29,14
unintelligibly,0.967,1.89,14
hallucinogenic,0.967,2.54,14
psychoanalysis,0.967,2.70,14
singlehandedly,0.966,1.76,14
noteworthiness,0.966,1.29,14
hyperinflation,0.966,1.59,14
undomesticated,0.966,1.89,14
nonrestrictive,0.966,1.29,14
photosynthetic,0.966,1.29,14
digitalization,0.966,1.59,14
differentially,0.966,1.59,14
thermoelectric,0.966,1.29,14
unrefrigerated,0.966,1.76,14
biogenetically,0.966,1.29,14
manipulatively,0.965,1.29,14
predevelopment,0.965,1.29,14
reconstitution,0.965,1.59,14
preposterously,0.965,1.76,14
depolarization,0.965,1.59,14
unpleasantness,0.965,2.76,14
prefabrication,0.964,1.29,14
overprotection,0.964,1.29,14
possessiveness,0.964,1.89,14
superstructure,0.964,2.46,14
fraternization,0.964,1.89,14
unacknowledged,0.964,1.99,14
indoctrination,0.964,2.49,14
nonthreatening,0.964,2.24,14
conductibility,0.964,1.29,14
suspiciousness,0.964,1.76,14
indeterminably,0.963,1.29,14
deconstructive,0.963,1.29,14
incapacitation,0.963,1.59,14
suggestiveness,0.962,1.29,14
pharmacologist,0.962,1.29,14
combustibility,0.962,1.29,14
dispensability,0.962,1.29,14
preventability,0.962,1.29,14
farsightedness,0.961,1.29,14
unreciprocated,0.961,1.29,14
transcendental,0.961,2.19,14
pasteurization,0.961,1.29,14
quantification,0.961,1.29,14
decolonization,0.961,1.29,14
spiritualistic,0.96,1.59,14
predestination,0.96,1.76,14
unconsolidated,0.96,1.29,14
incommunicable,0.96,1.29,14
unproductively,0.96,1.29,14
unaffectionate,0.96,1.29,14
whippersnapper,0.96,2.24,14
disconcertedly,0.959,1.29,14
exhaustibility,0.959,1.29,14
mistranslation,0.959,1.59,14
hyperconscious,0.959,1.29,14
interdependent,0.959,1.59,14
advantageously,0.958,1.29,14
astrophysicist,0.958,2.24,14
pressurization,0.958,2.29,14
inconsiderable,0.958,1.59,14
infectiousness,0.958,1.29,14
presidentially,0.958,1.29,14
reconfirmation,0.958,1.29,14
intermolecular,0.958,1.29,14
insurmountable,0.957,2.46,14
discourteously,0.957,1.76,14
remorsefulness,0.957,1.29,14
inconsiderably,0.957,1.59,14
disenfranchise,0.957,1.59,14
nonparticipant,0.957,1.29,14
overproduction,0.957,1.89,14
forthrightness,0.956,1.76,14
phosphorescent,0.956,2.13,14
militarization,0.956,1.59,14
unflatteringly,0.956,1.29,14
serviceability,0.956,1.29,14
nonproprietary,0.955,1.29,14
supersensitive,0.955,1.76,14
discombobulate,0.955,1.59,14
mysteriousness,0.955,1.99,14
disappointedly,0.955,1.29,14
intolerability,0.954,1.29,14
departmentally,0.954,1.59,14
convertibility,0.954,1.29,14
unimpressively,0.954,1.29,14
hydromechanics,0.954,1.29,14
unidentifiably,0.954,1.29,14
macroeconomics,0.953,1.59,14
discontentment,0.953,1.29,14
meaningfulness,0.953,1.59,14
impressiveness,0.953,1.29,14
telescopically,0.953,1.29,14
overestimation,0.953,1.59,14
speechlessness,0.953,1.29,14
metaphysically,0.953,1.59,14
occupationally,0.953,1.29,14
orthopedically,0.953,1.59,14
monopolization,0.953,1.29,14
sociopolitical,0.952,1.59,14
anesthesiology,0.952,2.29,14
rehabilitative,0.952,1.29,14
transplantable,0.952,1.29,14
inarticulately,0.952,1.29,14
superintendant,0.952,1.59,14
territorialism,0.952,1.59,14
suggestibility,0.951,1.76,14
reproductively,0.951,1.76,14
discontentedly,0.951,1.29,14
extraordinaire,0.951,2.82,14
psychoanalytic,0.95,1.89,14
inhabitability,0.95,1.29,14
courageousness,0.95,1.29,14
interpretative,0.95,1.59,14
contradictable,0.95,1.29,14
indivisibility,0.95,1.29,14
straightjacket,0.95,2.19,14
radicalization,0.949,1.29,14
indeterminable,0.949,1.29,14
unscrupulously,0.949,1.29,14
insurmountably,0.949,1.29,14
distributional,0.948,1.29,14
horticulturist,0.948,2.06,14
meticulousness,0.948,1.29,14
compassionless,0.948,1.29,14
imperviousness,0.948,1.29,14
reconnaissance,0.948,3.24,14
antigovernment,0.948,1.99,14
remobilization,0.948,1.29,14
impoverishment,0.948,1.76,14
libertarianism,0.947,1.59,14
uninvestigated,0.947,1.29,14
ambidextrously,0.947,1.29,14
auspiciousness,0.947,1.29,14
overexcitement,0.947,1.59,14
discriminative,0.946,1.59,14
untranslatable,0.946,1.89,14
inconsequently,0.946,1.29,14
comprehensibly,0.946,1.29,14
irreconcilable,0.946,2.13,14
discouragingly,0.945,1.29,14
disorderliness,0.945,1.29,14
untruthfulness,0.945,1.29,14
productiveness,0.945,1.29,14
conceivability,0.945,1.29,14
indestructibly,0.944,1.29,14
misapplication,0.944,1.59,14
nontransparent,0.944,1.29,14
legitimization,0.944,1.29,14
microchemistry,0.943,1.76,14
utilitarianism,0.943,1.29,14
counterculture,0.943,2.29,14
hypercriticism,0.943,1.29,14
nitroglycerine,0.943,2.49,14
solidification,0.943,1.29,14
disjointedness,0.943,1.29,14
purposefulness,0.943,1.76,14
photoreceptive,0.942,1.29,14
overcorrection,0.942,1.29,14
inseparability,0.942,1.29,14
sentimentalism,0.942,1.29,14
undernourished,0.942,2.13,14
contagiousness,0.941,1.29,14
nanotechnology,0.941,2.19,14
circumnavigate,0.941,2.13,14
ostentatiously,0.941,1.59,14
reconciliatory,0.941,1.59,14
proprietorship,0.941,1.29,14
homogenization,0.941,1.29,14
reprehensively,0.94,1.29,14
neglectfulness,0.94,1.29,14
alphanumerical,0.94,1.29,14
faintheartedly,0.94,1.29,14
newsworthiness,0.94,1.29,14
inflammability,0.94,1.29,14
congratulation,0.939,2.70,14
definitiveness,0.939,1.29,14
existentialist,0.939,2.06,14
transmigration,0.939,1.99,14
epidemiologist,0.939,1.89,14
precariousness,0.938,1.29,14
sanctification,0.938,1.29,14
irreproachable,0.937,1.76,14
micromechanics,0.937,1.29,14
overregulation,0.937,1.29,14
justifiability,0.937,1.29,14
precociousness,0.937,1.29,14
undesirability,0.937,1.29,14
osteoarthritis,0.936,1.29,14
incompleteness,0.936,1.59,14
aeronautically,0.936,1.29,14
intermediation,0.936,1.29,14
accumulatively,0.936,1.29,14
semiconducting,0.936,1.29,14
geocentrically,0.935,1.29,14
stigmatization,0.935,1.29,14
conspiratorial,0.935,2.13,14
superficiality,0.934,1.29,14
butterfingered,0.934,1.29,14
hydrocortisone,0.933,1.89,14
overpoweringly,0.933,1.29,14
substantiality,0.933,1.29,14
harmoniousness,0.933,1.29,14
semiautomatics,0.933,1.89,14
undeterminable,0.933,1.29,14
permissibility,0.932,1.29,14
undecipherable,0.931,1.29,14
nonsymmetrical,0.931,1.29,14
conservational,0.931,1.29,14
impeachability,0.931,1.29,14
repressiveness,0.931,1.59,14
incandescently,0.93,1.29,14
inadaptability,0.93,1.29,14
unresponsively,0.93,1.29,14
voluptuousness,0.93,1.29,14
supportability,0.93,1.29,14
inheritability,0.93,1.59,14
excommunicator,0.929,1.29,14
gratuitousness,0.929,1.29,14
nonperformance,0.929,1.59,14
impregnability,0.929,1.29,14
cosmologically,0.929,1.29,14
evenhandedness,0.928,1.29,14
gregariousness,0.928,1.29,14
unconstructive,0.928,1.29,14
exhilaratingly,0.928,1.29,14
existentialism,0.928,2.33,14
genealogically,0.927,1.29,14
hardheadedness,0.927,1.29,14
intersectional,0.927,1.29,14
substantiation,0.927,2.06,14
unpresumptuous,0.927,1.29,14
conjunctivitis,0.926,2.13,14
ambassadorship,0.926,1.89,14
misappropriate,0.926,1.29,14
territorialize,0.926,1.29,14
altruistically,0.926,1.59,14
illustratively,0.926,1.29,14
disinheritance,0.926,1.59,14
hydrochemistry,0.926,1.29,14
exasperatingly,0.926,1.29,14
bioelectricity,0.926,1.59,14
jurisdictional,0.926,2.33,14
preferentially,0.925,1.76,14
discontinuance,0.925,1.29,14
recoverability,0.925,1.29,14
foundationless,0.925,1.29,14
geopolitically,0.925,1.29,14
reinvigoration,0.924,1.29,14
inscrutability,0.924,1.29,14
knickerbockers,0.924,1.99,14
disinclination,0.924,1.76,14
bullheadedness,0.923,1.76,14
convulsiveness,0.923,1.29,14
electrostatics,0.923,1.59,14
prepublication,0.922,1.29,14
conformability,0.922,1.29,14
multicomponent,0.922,1.29,14
hierarchically,0.922,1.29,14
impressionably,0.922,1.29,14
macrostructure,0.922,1.29,14
enforceability,0.921,1.29,14
unexpectedness,0.921,1.29,14
unromantically,0.921,1.29,14
impermeability,0.921,1.29,14
chancellorship,0.921,1.29,14
multilaterally,0.92,1.29,14
transcendently,0.92,1.29,14
entertainingly,0.92,1.59,14
relinquishment,0.92,1.76,14
obstructionist,0.92,1.29,14
photographical,0.92,1.29,14
kindergartener,0.92,1.59,14
uncorroborated,0.92,1.99,14
circumspection,0.92,1.59,14
overcautiously,0.919,1.29,14
unremorsefully,0.919,1.29,14
unrestrictedly,0.919,1.29,14
microinjection,0.919,1.29,14
obstructionism,0.919,1.29,14
excommunicable,0.919,1.29,14
traditionalize,0.918,1.29,14
irrevocability,0.918,1.59,14
segregationist,0.918,1.29,14
electrographic,0.918,1.29,14
shortsightedly,0.918,1.29,14
featherbrained,0.917,1.59,14
radiosensitive,0.917,1.29,14
confoundedness,0.917,1.29,14
microevolution,0.916,1.29,14
irreproachably,0.916,1.29,14
photofinishing,0.916,1.29,14
photographable,0.916,1.29,14
psychosomatics,0.916,1.29,14
irrefutability,0.916,1.29,14
satisfactorily,0.913,2.43,14
methodological,0.913,1.59,14
supercontinent,0.913,1.29,14
overcapitalize,0.913,1.29,14
neighborliness,0.913,1.29,14
nonconvertible,0.913,1.29,14
secularization,0.912,1.29,14
humidification,0.912,1.59,14
bioluminescent,0.912,1.89,14
renegotiations,0.912,1.59,14
disarrangement,0.911,1.29,14
fundamentality,0.911,1.29,14
hyperbolically,0.911,1.29,14
chromatography,0.911,1.99,14
longitudinally,0.911,1.29,14
invigoratingly,0.91,1.29,14
nominalization,0.91,1.29,14
schoolmistress,0.91,1.89,14
stratification,0.909,1.59,14
contemporarily,0.909,1.29,14
backhandedness,0.909,1.29,14
radiotherapist,0.909,1.29,14
noninvolvement,0.909,1.59,14
