Word,Pknown,FreqZipfUS,Length
joiner,0.949,2.54,6
panama,0.949,3.65,6
husked,0.948,1.29,6
overdo,0.948,3.21,6
luster,0.948,2.52,6
godson,0.948,2.98,6
oxtail,0.948,1.59,6
swanky,0.948,2.43,6
omelet,0.948,3.37,6
feebly,0.948,1.59,6
nuzzle,0.948,2.19,6
trusty,0.948,3.15,6
tanner,0.948,3.56,6
larynx,0.948,3.06,6
goalie,0.948,3.16,6
uppity,0.948,2.92,6
sulfur,0.948,3.07,6
backer,0.948,3.03,6
lamely,0.947,1.89,6
swoosh,0.947,2.40,6
unbolt,0.947,1.76,6
shucks,0.947,3.23,6
whence,0.947,3.02,6
boomer,0.947,3.38,6
radium,0.947,3.04,6
paring,0.947,2.13,6
vamped,0.947,1.89,6
menial,0.947,2.72,6
sequin,0.947,2.19,6
preppy,0.946,2.89,6
deafen,0.946,1.76,6
sleuth,0.946,2.33,6
garnet,0.946,2.99,6
poplar,0.946,2.43,6
tandem,0.946,2.57,6
tipper,0.946,2.83,6
lumbar,0.946,3.01,6
eyeful,0.946,2.65,6
shaper,0.946,1.99,6
wisher,0.946,1.76,6
grader,0.946,2.94,6
rudder,0.946,3.59,6
tiding,0.946,1.29,6
uprise,0.946,1.59,6
harlot,0.946,2.90,6
wormed,0.946,2.37,6
garble,0.945,1.29,6
pulpit,0.945,2.79,6
blight,0.945,2.76,6
entree,0.945,2.92,6
prozac,0.945,1.29,6
fuller,0.945,3.67,6
matron,0.945,2.90,6
summed,0.945,2.63,6
caster,0.945,1.99,6
divers,0.945,3.20,6
pander,0.945,2.13,6
cystic,0.945,2.67,6
remiss,0.944,2.84,6
exhume,0.944,2.68,6
corpus,0.944,3.18,6
puffin,0.944,2.24,6
dorsal,0.944,2.73,6
evader,0.944,1.59,6
darkly,0.944,2.19,6
mantis,0.944,2.67,6
mussel,0.944,2.46,6
toupee,0.944,3.10,6
berate,0.944,2.43,6
smarty,0.944,2.78,6
suntan,0.943,2.99,6
hurrah,0.943,3.37,6
snorer,0.943,1.59,6
sublet,0.943,2.78,6
medusa,0.943,3.02,6
mooing,0.943,2.40,6
jabber,0.943,2.70,6
brassy,0.943,2.13,6
nuance,0.943,2.63,6
icicle,0.943,2.49,6
bratty,0.943,2.13,6
anemic,0.942,2.81,6
corona,0.942,3.06,6
weenie,0.942,3.45,6
cutout,0.942,2.49,6
aghast,0.942,2.19,6
blithe,0.942,2.37,6
whinny,0.942,2.43,6
debtor,0.942,2.52,6
sharps,0.942,2.59,6
assent,0.942,1.99,6
gangly,0.942,2.46,6
reseal,0.942,1.89,6
gusher,0.942,2.61,6
brazen,0.941,3.07,6
pearly,0.941,3.00,6
chirpy,0.941,2.06,6
arisen,0.941,2.37,6
butane,0.941,2.49,6
buyout,0.941,2.37,6
floozy,0.941,2.89,6
visage,0.941,2.33,6
devoid,0.941,2.86,6
dialog,0.941,2.13,6
patter,0.94,2.86,6
pining,0.94,2.94,6
pooper,0.94,1.29,6
dumper,0.94,2.24,6
frumpy,0.94,2.29,6
fencer,0.94,1.76,6
gotten,0.94,4.73,6
hurray,0.94,3.23,6
scabby,0.94,2.57,6
tweeze,0.94,2.19,6
merlot,0.94,1.29,6
dollop,0.94,2.33,6
alcove,0.94,2.68,6
regent,0.94,3.22,6
throng,0.939,2.52,6
finery,0.939,2.46,6
porker,0.939,2.79,6
warily,0.939,1.59,6
sicker,0.939,3.09,6
licker,0.939,2.06,6
hooped,0.939,1.29,6
runoff,0.939,2.33,6
glitzy,0.939,2.06,6
teflon,0.939,2.40,6
whammy,0.939,2.83,6
scorer,0.939,2.63,6
grotto,0.939,2.83,6
hearse,0.939,3.20,6
tirade,0.939,2.33,6
attest,0.939,2.65,6
bovine,0.939,2.65,6
shanty,0.939,2.67,6
magpie,0.938,2.68,6
seemly,0.938,2.19,6
sundry,0.938,2.43,6
punchy,0.938,2.99,6
bronco,0.938,3.15,6
curtsy,0.938,2.76,6
outlay,0.938,2.13,6
razzle,0.938,2.24,6
dreamt,0.938,3.82,6
uppers,0.938,2.76,6
barrow,0.938,3.08,6
pajama,0.938,3.11,6
duffle,0.938,2.46,6
sourly,0.937,1.59,6
defame,0.937,1.59,6
whirly,0.937,1.59,6
fresco,0.937,2.54,6
lordly,0.937,2.19,6
impish,0.937,2.06,6
impend,0.937,1.29,6
laurel,0.937,3.56,6
pauper,0.937,2.70,6
tetris,0.937,1.29,6
parker,0.937,4.33,6
triage,0.937,3.22,6
pompom,0.936,2.19,6
swiper,0.936,1.76,6
busboy,0.936,3.23,6
slurry,0.936,1.76,6
netted,0.936,2.40,6
pumice,0.936,2.19,6
pewter,0.936,2.57,6
cleric,0.936,3.13,6
awhile,0.936,3.97,6
meanie,0.936,2.63,6
unsent,0.936,1.29,6
fluted,0.936,1.29,6
hoofed,0.936,2.06,6
recode,0.936,1.29,6
blowup,0.936,2.49,6
tassel,0.936,2.73,6
nebula,0.935,3.17,6
weeper,0.935,1.89,6
forego,0.935,2.76,6
blanch,0.935,2.43,6
deacon,0.935,3.45,6
polled,0.935,2.43,6
bookie,0.935,3.40,6
cutely,0.935,1.29,6
unseat,0.935,1.89,6
gaelic,0.935,2.63,6
lances,0.935,2.76,6
citric,0.935,1.76,6
cosign,0.935,2.43,6
holler,0.935,3.77,6
unclad,0.935,1.29,6
bagger,0.934,1.89,6
jailor,0.934,1.76,6
nimrod,0.934,2.68,6
repack,0.934,2.19,6
ocular,0.934,2.63,6
geisha,0.934,3.45,6
refold,0.934,1.59,6
halter,0.934,2.72,6
plough,0.934,3.03,6
medial,0.934,2.63,6
tented,0.934,2.33,6
fedora,0.934,2.43,6
motley,0.933,2.72,6
cognac,0.933,3.42,6
zealot,0.933,2.33,6
grater,0.933,2.19,6
groper,0.933,1.59,6
footer,0.933,2.06,6
framer,0.933,1.89,6
repose,0.933,2.76,6
pathos,0.933,2.40,6
fanged,0.933,1.29,6
boozed,0.933,1.59,6
cooper,0.933,4.24,6
tarmac,0.933,2.65,6
basher,0.933,2.52,6
areola,0.932,2.19,6
kiddie,0.932,3.13,6
signer,0.932,2.06,6
balled,0.932,2.67,6
confer,0.932,3.11,6
geyser,0.932,2.37,6
skyway,0.932,2.52,6
snoopy,0.932,3.01,6
aflame,0.931,2.54,6
veneer,0.931,2.95,6
bootie,0.931,2.24,6
bushel,0.931,2.81,6
logics,0.931,1.59,6
meanly,0.931,1.89,6
yippee,0.931,3.15,6
siphon,0.931,2.46,6
excise,0.931,2.24,6
neural,0.931,3.29,6
piling,0.931,3.15,6
marshy,0.93,1.89,6
doubly,0.93,2.75,6
hairdo,0.93,3.11,6
lugged,0.93,2.29,6
rewash,0.93,1.59,6
dually,0.93,1.59,6
argyle,0.93,2.93,6
feudal,0.929,2.33,6
befall,0.929,2.78,6
barker,0.929,3.46,6
opiate,0.929,2.61,6
sentry,0.929,3.14,6
jetski,0.929,1.29,6
causal,0.929,2.33,6
accost,0.929,1.89,6
bonbon,0.929,2.70,6
smidge,0.929,2.54,6
sundae,0.929,3.20,6
depose,0.929,2.63,6
choosy,0.929,2.78,6
stanza,0.929,1.76,6
morose,0.929,2.57,6
hitter,0.929,3.19,6
caddie,0.929,2.86,6
snarky,0.929,2.40,6
frilly,0.928,2.52,6
docker,0.928,1.76,6
reseat,0.928,1.59,6
bangle,0.928,2.06,6
voyeur,0.928,2.63,6
instep,0.928,2.52,6
billow,0.928,2.06,6
cyclic,0.928,2.29,6
tidbit,0.928,2.54,6
cubism,0.928,2.13,6
choral,0.928,2.37,6
adjoin,0.928,1.29,6
babied,0.928,2.06,6
bisect,0.927,1.76,6
strode,0.927,2.83,6
knotty,0.927,2.19,6
shoddy,0.927,2.87,6
strait,0.927,2.29,6
furies,0.927,2.54,6
scummy,0.927,2.40,6
fibula,0.927,2.33,6
squall,0.927,2.61,6
warded,0.927,1.29,6
abacus,0.927,2.40,6
alpaca,0.927,2.33,6
smutty,0.927,2.37,6
sonata,0.927,2.81,6
badass,0.927,3.17,6
canter,0.926,2.37,6
meaner,0.926,3.07,6
wallop,0.926,2.92,6
noggin,0.926,2.83,6
truant,0.926,2.57,6
masher,0.926,2.40,6
deject,0.926,1.59,6
dispel,0.926,2.46,6
eyelet,0.926,1.29,6
diddle,0.925,2.93,6
deluge,0.925,2.61,6
disuse,0.925,1.89,6
gentry,0.925,3.13,6
whiney,0.925,2.46,6
aviary,0.925,2.24,6
nimbus,0.925,3.14,6
softie,0.925,2.52,6
decant,0.925,1.29,6
harrow,0.925,2.29,6
turner,0.925,4.05,6
oodles,0.924,2.67,6
corral,0.924,3.37,6
cozily,0.924,1.59,6
bunion,0.924,2.84,6
steely,0.924,2.46,6
bonsai,0.924,2.99,6
herder,0.924,2.88,6
honker,0.924,2.13,6
haired,0.924,2.40,6
cipher,0.924,3.17,6
goodie,0.924,2.70,6
cabbie,0.923,3.14,6
nosing,0.923,2.93,6
insole,0.923,1.76,6
skanky,0.923,1.29,6
mimosa,0.923,2.57,6
seamed,0.923,1.59,6
redraw,0.923,2.19,6
racoon,0.923,2.33,6
gringo,0.923,3.26,6
ashore,0.923,3.79,6
averse,0.922,2.49,6
slough,0.922,2.83,6
rueful,0.922,1.29,6
iphone,0.922,1.29,6
clamor,0.922,2.19,6
unworn,0.921,1.59,6
teeter,0.921,2.06,6
spiffy,0.921,2.84,6
garish,0.921,2.37,6
peewee,0.921,3.02,6
limply,0.921,1.29,6
thermo,0.921,2.24,6
calico,0.92,2.52,6
minnow,0.92,2.46,6
waning,0.92,2.67,6
troupe,0.92,3.25,6
peruse,0.92,2.57,6
blimey,0.92,3.06,6
yuppie,0.92,2.95,6
bisque,0.92,2.61,6
lipped,0.92,1.99,6
copped,0.92,3.02,6
creole,0.92,3.04,6
duffel,0.92,3.17,6
gummed,0.919,1.99,6
acquit,0.919,2.68,6
lookup,0.919,1.76,6
bladed,0.919,2.13,6
hawked,0.919,1.99,6
sunray,0.919,2.06,6
lawman,0.919,3.06,6
boater,0.919,1.59,6
zenith,0.919,2.65,6
egoism,0.918,1.76,6
clothe,0.918,2.92,6
physic,0.918,2.43,6
windup,0.918,2.37,6
garner,0.918,3.08,6
dawdle,0.918,2.78,6
malign,0.918,2.33,6
airbed,0.918,1.29,6
cubist,0.918,1.76,6
hoopla,0.918,2.86,6
trowel,0.918,2.46,6
candor,0.917,3.00,6
wholly,0.917,3.13,6
heyday,0.917,2.24,6
unfurl,0.917,1.99,6
attune,0.917,1.59,6
bemuse,0.917,1.29,6
alight,0.917,2.63,6
condor,0.917,3.07,6
unduly,0.917,2.68,6
tatter,0.917,1.29,6
pileup,0.917,2.90,6
compel,0.917,3.01,6
gyrate,0.917,1.99,6
smudgy,0.917,1.59,6
toucan,0.916,1.99,6
midair,0.916,2.84,6
kimono,0.916,3.04,6
winger,0.916,2.72,6
mantel,0.916,2.88,6
romper,0.916,2.19,6
wetter,0.916,2.68,6
curtly,0.916,1.29,6
masque,0.916,2.24,6
biopic,0.915,1.76,6
mousey,0.915,2.40,6
tarred,0.915,2.49,6
scampi,0.915,2.61,6
passer,0.915,2.29,6
witchy,0.915,2.43,6
levity,0.915,2.59,6
thieve,0.915,2.13,6
deftly,0.915,2.24,6
inflow,0.915,1.99,6
writhe,0.915,2.29,6
bowman,0.915,3.55,6
myopic,0.914,2.43,6
corded,0.914,1.59,6
sodden,0.914,2.13,6
inkpot,0.914,1.29,6
silken,0.914,2.63,6
octopi,0.914,1.76,6
recant,0.914,2.73,6
gotcha,0.913,4.03,6
whacky,0.913,1.76,6
busied,0.913,1.76,6
sharer,0.913,1.76,6
albeit,0.913,2.88,6
unbend,0.913,1.76,6
unlink,0.913,1.59,6
roadie,0.912,2.61,6
equine,0.912,2.19,6
leaker,0.912,1.59,6
kidder,0.912,2.94,6
unhurt,0.912,2.06,6
orator,0.912,2.24,6
remand,0.912,2.24,6
napalm,0.911,3.18,6
silica,0.911,2.33,6
realty,0.911,2.70,6
misted,0.911,1.29,6
sleaze,0.911,2.89,6
renown,0.911,2.61,6
manila,0.911,3.16,6
pilfer,0.911,1.59,6
dialer,0.91,1.76,6
shalom,0.91,3.16,6
purism,0.91,1.29,6
punter,0.91,2.06,6
gastro,0.909,1.29,6
sordid,0.909,3.39,6
plumps,0.909,1.29,6
castor,0.909,3.12,6
bigwig,0.909,2.33,6
toddle,0.909,2.54,6
myrtle,0.909,3.50,6
zapper,0.909,2.06,6
biggie,0.908,3.31,6
demure,0.908,2.61,6
collie,0.908,3.02,6
jaunty,0.908,2.29,6
grazer,0.908,2.52,6
legume,0.908,1.29,6
bigamy,0.908,2.72,6
mutely,0.908,1.76,6
rioter,0.908,1.29,6
errant,0.908,2.70,6
regale,0.907,2.33,6
micron,0.907,1.89,6
coitus,0.907,2.40,6
owlish,0.907,1.29,6
zephyr,0.907,2.99,6
heresy,0.907,3.00,6
gamely,0.907,1.89,6
plumed,0.906,1.59,6
seeder,0.906,1.29,6
coddle,0.906,2.57,6
wicket,0.906,2.19,6
wakeup,0.906,2.06,6
zinger,0.906,2.37,6
snivel,0.906,2.06,6
nuclei,0.906,2.24,6
unwary,0.906,1.99,6
talcum,0.906,2.89,6
nettle,0.906,2.24,6
ported,0.905,1.29,6
parlay,0.905,2.83,6
yapped,0.905,1.89,6
wonton,0.905,2.49,6
grisly,0.904,2.96,6
syrupy,0.904,1.76,6
fairer,0.904,2.68,6
reverb,0.904,2.24,6
kingly,0.904,1.99,6
pariah,0.904,2.61,6
hoover,0.904,3.50,6
briber,0.904,1.29,6
unhand,0.904,2.93,6
sifter,0.903,2.06,6
gurney,0.903,3.39,6
footsy,0.903,1.76,6
ardent,0.903,2.78,6
chinks,0.903,2.91,6
conman,0.903,1.99,6
flamer,0.903,2.24,6
anoint,0.903,2.33,6
hobnob,0.902,2.37,6
lesion,0.902,2.78,6
hurler,0.902,1.29,6
warren,0.902,4.16,6
caucus,0.902,2.49,6
vilify,0.902,2.24,6
osprey,0.901,1.59,6
bungle,0.901,2.29,6
livery,0.901,3.11,6
meshed,0.901,1.89,6
baring,0.901,2.37,6
haunch,0.901,1.99,6
accrue,0.9,1.99,6
barium,0.9,2.67,6
cupful,0.9,1.59,6
hankie,0.9,2.63,6
mucous,0.9,2.61,6
plucky,0.9,2.61,6
revile,0.9,2.19,6
faring,0.9,2.13,6
bleary,0.9,1.76,6
debase,0.9,2.13,6
armada,0.9,3.04,6
ragtag,0.9,2.29,6
plying,0.899,2.43,6
nonfat,0.899,2.70,6
bluish,0.899,2.19,6
precut,0.899,1.59,6
inline,0.899,1.29,6
daftly,0.899,1.29,6
bedlam,0.899,3.09,6
taxman,0.899,2.29,6
pulsar,0.898,2.75,6
facile,0.898,2.13,6
indict,0.898,2.95,6
scythe,0.898,2.52,6
workup,0.898,2.99,6
fitful,0.898,1.76,6
jetted,0.898,1.89,6
chesty,0.898,2.46,6
fitter,0.898,2.24,6
caveat,0.898,2.54,6
unfelt,0.898,1.59,6
arcane,0.898,2.63,6
lancer,0.897,2.65,6
tiling,0.897,1.99,6
mocker,0.897,2.06,6
milker,0.897,1.59,6
swatch,0.897,2.57,6
hauler,0.897,1.89,6
roving,0.897,2.88,6
cruddy,0.897,2.49,6
folksy,0.897,2.24,6
unglue,0.897,1.29,6
tamely,0.897,1.59,6
sprang,0.897,2.89,6
leftie,0.897,1.29,6
piddle,0.896,2.06,6
lassie,0.896,3.46,6
pigsty,0.896,2.93,6
ageism,0.896,2.40,6
fennel,0.896,2.89,6
pumper,0.896,2.54,6
unbent,0.896,1.59,6
tiered,0.896,1.59,6
barman,0.896,2.75,6
duress,0.896,3.06,6
relock,0.895,1.89,6
twiggy,0.895,2.29,6
enfold,0.895,2.49,6
booger,0.895,3.09,6
reword,0.895,1.59,6
frappe,0.895,2.06,6
evoker,0.894,1.29,6
thresh,0.894,1.76,6
biotic,0.894,1.29,6
burlap,0.894,2.37,6
amoral,0.894,2.33,6
rigger,0.894,2.29,6
iodize,0.894,1.29,6
demean,0.894,2.57,6
sunbed,0.894,1.29,6
witted,0.894,1.29,6
waster,0.894,1.76,6
duller,0.893,2.46,6
puller,0.893,2.29,6
looser,0.893,2.72,6
shogun,0.893,2.83,6
stoker,0.893,3.23,6
morrow,0.893,3.37,6
truism,0.893,1.76,6
woofer,0.892,2.33,6
appall,0.892,1.29,6
braise,0.892,1.29,6
denims,0.892,2.06,6
chippy,0.892,2.70,6
seethe,0.892,2.06,6
rumple,0.892,2.19,6
reefer,0.7,2.99,6
inlaid,0.891,2.29,6
woolen,0.891,2.76,6
gratis,0.891,2.57,6
pundit,0.891,1.59,6
curser,0.891,1.29,6
paltry,0.891,2.72,6
jangle,0.891,2.54,6
chewer,0.891,1.99,6
lackey,0.891,2.82,6
dasher,0.89,2.79,6
martin,0.89,4.62,6
jingly,0.89,1.89,6
tinned,0.89,2.13,6
infirm,0.89,2.49,6
monger,0.89,1.99,6
naysay,0.89,1.59,6
tapper,0.889,1.76,6
wanton,0.889,2.92,6
minuet,0.889,2.49,6
wigwam,0.889,2.52,6
sachet,0.889,1.89,6
byline,0.889,2.61,6
lewdly,0.889,1.76,6
snugly,0.889,2.13,6
townie,0.889,2.54,6
strove,0.889,2.19,6
stucco,0.889,2.59,6
ensign,0.889,3.55,6
hotbox,0.888,1.76,6
drivel,0.888,2.86,6
talkie,0.888,2.52,6
adorer,0.888,1.29,6
yawner,0.888,1.59,6
carter,0.888,4.51,6
exhort,0.888,1.29,6
slavic,0.888,2.37,6
cymbal,0.888,2.43,6
stasis,0.888,2.59,6
waggle,0.888,2.61,6
ballsy,0.887,2.61,6
dander,0.887,2.49,6
tiller,0.887,2.61,6
eloper,0.887,1.29,6
pruner,0.887,1.59,6
abject,0.887,2.61,6
tucker,0.887,3.85,6
baggie,0.886,2.63,6
rumpus,0.886,2.83,6
coital,0.886,2.06,6
rotund,0.886,2.13,6
docket,0.885,3.08,6
rasped,0.885,1.29,6
cantor,0.885,2.54,6
effigy,0.885,2.46,6
necked,0.884,1.99,6
hunker,0.884,2.54,6
upmost,0.884,1.29,6
cootie,0.884,2.29,6
pourer,0.884,1.99,6
harken,0.884,2.54,6
smalls,0.884,3.07,6
zygote,0.884,2.19,6
glamor,0.884,2.06,6
dermal,0.884,2.06,6
winker,0.884,1.59,6
tautly,0.883,1.29,6
lichen,0.883,1.99,6
guffaw,0.883,1.89,6
hatter,0.883,2.67,6
baldly,0.883,1.29,6
hangar,0.9,3.53,6
scarab,0.882,2.52,6
weeder,0.882,1.99,6
numbly,0.881,1.59,6
pagoda,0.881,3.04,6
froggy,0.881,2.78,6
incise,0.881,2.33,6
croaky,0.881,1.59,6
mislay,0.881,1.89,6
strata,0.881,2.37,6
fervor,0.881,2.49,6
hookah,0.881,1.76,6
dieter,0.88,2.06,6
jammer,0.88,2.70,6
egoist,0.88,2.06,6
astray,0.88,3.17,6
savant,0.88,2.68,6
beamer,0.88,2.52,6
shrank,0.88,2.59,6
foodie,0.879,2.13,6
celiac,0.879,1.59,6
dyeing,0.879,2.37,6
knobby,0.879,1.99,6
eschew,0.879,1.59,6
potpie,0.879,2.33,6
marlin,0.879,3.22,6
anally,0.879,2.06,6
damped,0.879,1.29,6
nougat,0.879,2.37,6
cretin,0.879,3.00,6
laddie,0.878,3.28,6
craggy,0.878,1.76,6
fallow,0.878,2.91,6
leafed,0.878,1.99,6
bodice,0.878,2.37,6
nodule,0.877,1.76,6
avowed,0.877,1.76,6
hubbub,0.877,2.49,6
debone,0.877,1.89,6
encamp,0.877,1.59,6
lushly,0.877,1.29,6
sienna,0.876,2.29,6
renter,0.876,2.43,6
swathe,0.876,1.29,6
rapier,0.876,2.40,6
resell,0.876,2.24,6
mettle,0.876,2.54,6
kilter,0.876,1.99,6
methyl,0.876,2.33,6
nutter,0.876,2.76,6
herein,0.875,2.63,6
cirque,0.875,2.91,6
comely,0.875,2.59,6
jasper,0.875,3.65,6
tickly,0.875,1.76,6
swishy,0.875,1.76,6
carpal,0.875,2.70,6
reseed,0.874,1.76,6
ovular,0.874,1.29,6
indies,0.874,1.76,6
tosser,0.874,2.43,6
hoaxer,0.874,1.89,6
bauble,0.874,2.65,6
craven,0.874,2.88,6
insure,0.874,3.03,6
entomb,0.873,2.06,6
dahlia,0.873,2.75,6
crises,0.873,2.73,6
nazism,0.873,2.24,6
rabble,0.873,3.03,6
girlie,0.9,3.49,6
tusked,0.873,1.76,6
cranny,0.873,2.65,6
assail,0.873,2.06,6
muffed,0.873,2.19,6
petted,0.873,2.40,6
cajole,0.873,2.19,6
fledge,0.873,1.76,6
desist,0.873,2.99,6
broody,0.872,2.24,6
boding,0.872,1.29,6
sludgy,0.872,1.29,6
pincer,0.872,2.43,6
shored,0.872,2.13,6
remold,0.871,1.59,6
bereft,0.871,2.49,6
gypsum,0.871,2.43,6
notate,0.871,1.59,6
teensy,0.87,2.68,6
flyboy,0.87,2.67,6
limbed,0.87,1.29,6
scanty,0.87,1.59,6
cabana,0.87,2.96,6
tartly,0.87,1.59,6
secede,0.869,1.99,6
litmus,0.869,2.43,6
balder,0.869,2.24,6
solder,0.869,1.76,6
wiener,0.869,3.34,6
canker,0.869,2.63,6
ramrod,0.868,2.65,6
wraith,0.868,2.33,6
cavort,0.868,1.89,6
retool,0.868,2.06,6
drowse,0.868,1.89,6
unroot,0.867,1.29,6
hawker,0.866,2.59,6
corker,0.866,2.29,6
unpeel,0.866,1.76,6
flange,0.866,2.40,6
nether,0.866,2.61,6
canola,0.866,1.59,6
sextet,0.866,2.13,6
virile,0.866,2.82,6
itunes,0.866,1.29,6
mincer,0.865,1.29,6
syphon,0.865,1.29,6
blamer,0.865,1.59,6
roomed,0.865,2.40,6
ocelot,0.865,1.76,6
ageist,0.864,1.99,6
rebind,0.864,1.29,6
tufted,0.864,1.76,6
unmake,0.864,2.06,6
malady,0.864,2.65,6
elfish,0.864,1.29,6
fatale,0.864,2.43,6
beaked,0.864,1.89,6
glower,0.864,1.29,6
sagely,0.864,1.59,6
subpar,0.864,1.99,6
wifely,0.863,2.33,6
upland,0.863,1.76,6
parity,0.863,2.06,6
russet,0.863,2.24,6
hatbox,0.863,2.29,6
sipper,0.862,1.59,6
recopy,0.862,1.29,6
phooey,0.862,3.06,6
mauler,0.862,2.13,6
alkali,0.862,2.57,6
seeped,0.862,2.06,6
pimply,0.862,2.40,6
nicety,0.861,1.76,6
heifer,0.861,3.08,6
pitchy,0.861,1.29,6
fluked,0.86,1.29,6
redden,0.86,1.76,6
hurtle,0.86,1.59,6
suture,0.9,3.39,6
impala,0.86,2.06,6
disbar,0.859,1.99,6
paunch,0.859,1.59,6
sinewy,0.859,2.46,6
cachet,0.859,2.29,6
inseam,0.859,2.24,6
primly,0.858,1.29,6
bitmap,0.858,1.29,6
recoat,0.858,1.29,6
coffer,0.858,2.06,6
wetted,0.858,1.59,6
boohoo,0.858,2.06,6
odious,0.858,2.70,6
singed,0.858,2.86,6
dunker,0.857,1.59,6
warble,0.857,2.33,6
bawler,0.857,1.29,6
helmed,0.856,1.29,6
litany,0.856,2.13,6
decker,0.856,3.27,6
stamen,0.856,1.99,6
tumult,0.856,1.99,6
retell,0.856,1.59,6
bopper,0.856,2.70,6
tedium,0.856,2.43,6
mortem,0.855,2.43,6
hotpot,0.854,1.76,6
urbane,0.854,2.19,6
cutesy,0.854,2.46,6
yeasty,0.854,1.29,6
daybed,0.854,1.59,6
grouse,0.854,2.67,6
quince,0.854,2.97,6
contra,0.853,1.89,6
myopia,0.853,2.29,6
spigot,0.853,2.49,6
cockle,0.853,1.99,6
rooter,0.853,1.99,6
keeled,0.853,2.67,6
inborn,0.852,1.99,6
pebbly,0.852,1.29,6
marque,0.852,2.19,6
pedant,0.852,2.06,6
parson,0.852,3.18,6
pommel,0.851,2.33,6
callus,0.851,2.37,6
prefab,0.851,2.29,6
sarong,0.851,2.19,6
draper,0.851,2.72,6
allege,0.851,2.37,6
rector,0.851,2.57,6
sexpot,0.85,2.19,6
undock,0.85,1.59,6
tidily,0.85,1.59,6
aortic,0.85,2.68,6
winder,0.85,2.06,6
calved,0.85,1.29,6
skivvy,0.85,1.29,6
humpty,0.85,2.72,6
righty,0.849,3.52,6
wintry,0.849,2.37,6
seance,0.849,2.67,6
mayfly,0.849,1.89,6
apiece,0.9,3.59,6
wigged,0.848,2.67,6
gowned,0.848,2.06,6
efface,0.848,1.59,6
hetero,0.847,2.61,6
hereof,0.847,1.29,6
onside,0.847,1.99,6
oldish,0.847,1.29,6
pilled,0.847,1.59,6
dither,0.847,1.99,6
seaway,0.847,1.59,6
typify,0.847,1.89,6
millet,0.847,2.52,6
angora,0.847,2.63,6
leaven,0.846,1.29,6
scrimp,0.846,2.13,6
verily,0.846,2.76,6
linkup,0.846,2.33,6
retune,0.846,1.76,6
crypto,0.846,1.99,6
aerate,0.845,1.59,6
flunky,0.845,2.84,6
woofed,0.845,1.29,6
assort,0.845,1.29,6
outgun,0.845,1.59,6
outfox,0.845,1.76,6
inroad,0.845,1.29,6
tartan,0.845,2.52,6
phenom,0.845,1.89,6
angina,0.844,2.96,6
offing,0.844,2.52,6
gaffer,0.844,2.54,6
horsey,0.844,2.92,6
flossy,0.844,2.13,6
pallor,0.844,2.19,6
gilled,0.843,1.29,6
hanker,0.843,2.37,6
thrall,0.843,2.46,6
menage,0.842,2.40,6
deride,0.842,2.06,6
techie,0.842,2.13,6
deaden,0.842,2.24,6
sniffy,0.842,2.52,6
tawdry,0.842,2.78,6
bended,0.842,2.40,6
pisser,0.842,2.76,6
gigolo,0.841,3.21,6
welted,0.841,1.29,6
beluga,0.841,2.75,6
seadog,0.841,1.59,6
retook,0.841,1.99,6
pestle,0.841,2.79,6
basset,0.841,2.43,6
grabby,0.84,2.37,6
kibble,0.84,2.91,6
nubile,0.84,2.29,6
dueler,0.839,1.59,6
oxcart,0.839,1.59,6
befoul,0.839,1.76,6
areole,0.839,1.29,6
repave,0.839,1.29,6
jibber,0.839,2.46,6
galled,0.839,1.76,6
mender,0.839,1.59,6
hector,0.838,4.02,6
embank,0.838,1.29,6
unpick,0.838,1.76,6
lemony,0.837,2.13,6
guider,0.837,1.59,6
erring,0.837,1.76,6
unknot,0.837,1.29,6
soiree,0.836,2.88,6
balsam,0.836,2.24,6
afresh,0.835,2.43,6
weevil,0.835,2.72,6
hatpin,0.835,2.19,6
acuity,0.835,2.46,6
coolly,0.835,2.13,6
cicada,0.835,1.89,6
quinoa,0.835,1.59,6
theism,0.835,1.29,6
prewar,0.834,2.13,6
glycol,0.834,2.06,6
raring,0.834,2.61,6
arcing,0.834,2.19,6
schism,0.834,1.89,6
yeller,0.834,2.70,6
airily,0.834,1.29,6
behest,0.833,2.59,6
dumbly,0.833,1.76,6
piazza,0.833,2.70,6
plushy,0.833,1.76,6
uncast,0.833,1.29,6
baiter,0.832,1.29,6
premix,0.832,1.29,6
gibbon,0.832,2.40,6
rubric,0.832,1.76,6
leaver,0.832,2.19,6
rusher,0.832,1.59,6
citron,0.831,1.59,6
cozier,0.831,2.24,6
glazer,0.831,2.43,6
hubris,0.831,2.46,6
nitric,0.831,2.40,6
pueblo,0.83,2.43,6
crikey,0.83,3.00,6
acidly,0.83,1.29,6
azalea,0.83,2.13,6
despot,0.83,2.37,6
hymnal,0.829,2.06,6
annals,0.829,2.82,6
gaited,0.829,1.59,6
aridly,0.829,1.29,6
newish,0.829,2.06,6
beasty,0.829,1.29,6
gaiety,0.829,2.67,6
bemoan,0.828,1.59,6
thwack,0.828,1.76,6
defray,0.828,1.99,6
papacy,0.828,1.76,6
leaden,0.827,2.06,6
bagman,0.827,2.76,6
pliant,0.827,1.29,6
wailer,0.827,2.06,6
basalt,0.827,2.37,6
unsnap,0.826,1.29,6
ornery,0.826,3.07,6
kipper,0.826,2.46,6
